id,sample1,sample2,sample3
ANO1_ANO2_pg3,2,9,4
ANO1_ANO2_pg4,4,4,3
ANO1_ANO2_pg5,8,5,3
ANO1_ANO2_pg6,8,5,8
ANO1_ANO2_pg7,16,11,3
ANO1_ANO2_pg8,5,NA,2
ANO1_ANO2_pg9,5,4,1
ANO3_ANO4_pg1,2,7,2
ANO3_ANO4_pg10,4,6,1
ANO3_ANO4_pg11,8,6,7
ANO3_ANO4_pg12,3,5,NA
ANO3_ANO4_pg13,1,2,1
ANO3_ANO4_pg14,1,5,3
ANO3_ANO4_pg15,7,5,2
ANO3_ANO4_pg2,4,2,1
ANO3_ANO4_pg3,3,3,NA
ANO3_ANO4_pg4,5,NA,2
ANO3_ANO4_pg5,5,1,1
ANO3_ANO4_pg6,3,4,NA
ANO3_ANO4_pg8,5,2,1
ANO3_ANO4_pg9,11,12,12
ANXA1_ANXA2_pg1,7,8,4
ANXA1_ANXA2_pg10,5,2,3
ANXA1_ANXA2_pg11,3,5,3
ANXA1_ANXA2_pg12,4,2,2
ANXA1_ANXA2_pg13,8,8,NA
ANXA1_ANXA2_pg14,4,2,NA
ANXA1_ANXA2_pg16,4,4,5
ANXA1_ANXA2_pg2,2,1,1
ANXA1_ANXA2_pg3,5,2,3
ANXA1_ANXA2_pg4,14,7,11
ANXA1_ANXA2_pg5,6,1,1
ANXA1_ANXA2_pg6,1,1,NA
ANXA1_ANXA2_pg7,2,1,4
ANXA1_ANXA2_pg8,4,1,NA
ANXA1_ANXA2_pg9,6,7,2
AOC2_AOC3_pg10,2,3,1
AOC2_AOC3_pg11,4,2,5
AOC2_AOC3_pg13,3,4,NA
AOC2_AOC3_pg14,3,5,5
AOC2_AOC3_pg15,4,2,2
AOC2_AOC3_pg16,4,NA,NA
AOC2_AOC3_pg2,6,13,5
AOC2_AOC3_pg3,1,3,1
AOC2_AOC3_pg5,1,1,NA
AOC2_AOC3_pg6,8,10,11
AOC2_AOC3_pg7,1,7,4
AOC2_AOC3_pg8,6,2,NA
AOC2_AOC3_pg9,1,NA,NA
AP1G1_AP1G2_pg1,6,1,3
AP1G1_AP1G2_pg10,4,1,NA
AP1G1_AP1G2_pg11,6,4,3
AP1G1_AP1G2_pg13,1,1,NA
AP1G1_AP1G2_pg14,4,1,NA
AP1G1_AP1G2_pg15,4,1,NA
AP1G1_AP1G2_pg2,3,NA,1
AP1G1_AP1G2_pg3,3,2,1
AP1G1_AP1G2_pg5,8,7,1
AP1G1_AP1G2_pg6,3,2,NA
AP1G1_AP1G2_pg7,1,6,NA
AP1G1_AP1G2_pg8,1,1,NA
AP1G1_AP1G2_pg9,10,7,NA
AP1M1_AP1M2_pg1,2,2,NA
AP1M1_AP1M2_pg10,8,12,5
AP1M1_AP1M2_pg11,2,NA,NA
AP1M1_AP1M2_pg12,5,2,3
AP1M1_AP1M2_pg13,2,4,NA
AP1M1_AP1M2_pg14,12,12,2
AP1M1_AP1M2_pg15,6,3,2
AP1M1_AP1M2_pg16,1,1,1
AP1M1_AP1M2_pg2,3,8,NA
AP1M1_AP1M2_pg3,3,2,1
AP1M1_AP1M2_pg6,6,8,18
AP1M1_AP1M2_pg7,5,5,7
AP1M1_AP1M2_pg9,5,2,NA
AP2A1_AP2A2_pg1,4,3,2
AP2A1_AP2A2_pg10,9,2,2
AP2A1_AP2A2_pg11,2,1,4
AP2A1_AP2A2_pg12,8,8,2
AP2A1_AP2A2_pg13,4,3,NA
AP2A1_AP2A2_pg14,7,5,1
AP2A1_AP2A2_pg15,7,8,1
AP2A1_AP2A2_pg16,8,2,3
AP2A1_AP2A2_pg2,1,NA,NA
AP2A1_AP2A2_pg3,2,6,NA
AP2A1_AP2A2_pg4,2,1,1
AP2A1_AP2A2_pg5,9,3,4
AP2A1_AP2A2_pg6,9,6,NA
AP2A1_AP2A2_pg7,7,6,3
AP2A1_AP2A2_pg8,5,4,6
AP2A1_AP2A2_pg9,7,2,8
AP1B1_AP2B1_pg1,8,8,NA
AP1B1_AP2B1_pg10,4,3,2
AP1B1_AP2B1_pg11,3,NA,NA
AP1B1_AP2B1_pg12,8,1,1
AP1B1_AP2B1_pg13,5,NA,1
AP1B1_AP2B1_pg14,1,1,3
AP1B1_AP2B1_pg15,2,1,NA
AP1B1_AP2B1_pg16,4,6,NA
AP1B1_AP2B1_pg2,1,2,1
AP1B1_AP2B1_pg3,3,1,NA
AP1B1_AP2B1_pg4,8,5,1
AP1B1_AP2B1_pg5,5,3,1
AP1B1_AP2B1_pg7,4,NA,NA
AP1B1_AP2B1_pg8,7,8,NA
AP1B1_AP2B1_pg9,3,1,1
AP3B1_AP3B2_pg1,3,3,NA
AP3B1_AP3B2_pg10,3,3,5
AP3B1_AP3B2_pg11,2,2,3
AP3B1_AP3B2_pg12,7,3,8
AP3B1_AP3B2_pg13,6,3,5
AP3B1_AP3B2_pg14,3,3,NA
AP3B1_AP3B2_pg15,9,5,2
AP3B1_AP3B2_pg16,7,3,1
AP3B1_AP3B2_pg2,5,2,1
AP3B1_AP3B2_pg3,6,1,3
AP3B1_AP3B2_pg4,2,5,1
AP3B1_AP3B2_pg5,6,8,12
AP3B1_AP3B2_pg6,6,4,NA
AP3B1_AP3B2_pg7,9,4,2
AP3B1_AP3B2_pg8,9,8,6
AP3B1_AP3B2_pg9,9,7,7
AP3M1_AP3M2_pg1,1,3,NA
AP3M1_AP3M2_pg10,2,2,1
AP3M1_AP3M2_pg11,1,1,1
AP3M1_AP3M2_pg12,6,6,2
AP3M1_AP3M2_pg13,4,2,5
AP3M1_AP3M2_pg14,3,2,NA
AP3M1_AP3M2_pg15,6,2,1
AP3M1_AP3M2_pg16,5,2,4
AP3M1_AP3M2_pg2,2,NA,3
AP3M1_AP3M2_pg3,3,NA,4
AP3M1_AP3M2_pg4,2,NA,7
AP3M1_AP3M2_pg6,1,1,NA
AP3M1_AP3M2_pg8,1,1,NA
AP3M1_AP3M2_pg9,5,NA,2
AP3S1_AP3S2_pg1,5,12,3
AP3S1_AP3S2_pg10,11,4,9
AP3S1_AP3S2_pg11,4,2,3
AP3S1_AP3S2_pg12,2,2,2
AP3S1_AP3S2_pg13,4,2,NA
AP3S1_AP3S2_pg14,10,4,5
AP3S1_AP3S2_pg15,3,NA,1
AP3S1_AP3S2_pg16,3,3,1
AP3S1_AP3S2_pg2,6,6,1
AP3S1_AP3S2_pg3,6,2,3
AP3S1_AP3S2_pg4,7,5,5
AP3S1_AP3S2_pg5,9,4,1
AP3S1_AP3S2_pg6,10,5,1
AP3S1_AP3S2_pg7,5,5,1
AP3S1_AP3S2_pg8,5,NA,2
AP3S1_AP3S2_pg9,6,10,4
APH1A_APH1B_pg1,3,6,NA
APH1A_APH1B_pg10,1,NA,NA
APH1A_APH1B_pg11,4,5,3
APH1A_APH1B_pg12,4,NA,3
APH1A_APH1B_pg13,5,6,2
APH1A_APH1B_pg14,9,2,NA
APH1A_APH1B_pg15,2,5,3
APH1A_APH1B_pg16,6,1,3
APH1A_APH1B_pg2,3,NA,1
APH1A_APH1B_pg3,5,2,6
APH1A_APH1B_pg4,1,6,1
APH1A_APH1B_pg5,5,3,NA
APH1A_APH1B_pg6,1,1,1
APH1A_APH1B_pg7,3,3,5
APH1A_APH1B_pg8,4,2,NA
APH1A_APH1B_pg9,3,NA,NA
AQP12A_AQP12B_pg1,11,15,8
AQP12A_AQP12B_pg10,5,5,11
AQP12A_AQP12B_pg11,9,15,5
AQP12A_AQP12B_pg12,6,6,6
AQP12A_AQP12B_pg13,16,8,1
AQP12A_AQP12B_pg14,8,12,7
AQP12A_AQP12B_pg15,8,4,6
AQP12A_AQP12B_pg16,6,7,13
AQP12A_AQP12B_pg2,8,11,9
AQP12A_AQP12B_pg3,13,7,8
AQP12A_AQP12B_pg4,8,6,2
AQP12A_AQP12B_pg5,12,20,8
AQP12A_AQP12B_pg6,2,3,3
AQP12A_AQP12B_pg7,6,5,6
AQP12A_AQP12B_pg8,7,6,10
AQP12A_AQP12B_pg9,14,10,4
ARFGAP2_ARFGAP3_pg10,1,5,1
ARFGAP2_ARFGAP3_pg11,7,6,6
ARFGAP2_ARFGAP3_pg12,4,2,2
ARFGAP2_ARFGAP3_pg13,1,2,NA
ARFGAP2_ARFGAP3_pg14,5,1,3
ARFGAP2_ARFGAP3_pg15,2,5,1
ARFGAP2_ARFGAP3_pg16,6,4,6
ARFGAP2_ARFGAP3_pg2,4,5,1
ARFGAP2_ARFGAP3_pg3,12,7,2
ARFGAP2_ARFGAP3_pg4,7,4,1
ARFGAP2_ARFGAP3_pg5,3,3,NA
ARFGAP2_ARFGAP3_pg7,4,5,2
ARFGAP2_ARFGAP3_pg8,1,1,NA
ARFGAP2_ARFGAP3_pg9,3,6,1
ARFGEF1_ARFGEF2_pg1,4,1,NA
ARFGEF1_ARFGEF2_pg12,2,1,1
ARFGEF1_ARFGEF2_pg13,7,11,2
ARFGEF1_ARFGEF2_pg14,4,NA,NA
ARFGEF1_ARFGEF2_pg15,3,5,2
ARFGEF1_ARFGEF2_pg16,6,3,NA
ARFGEF1_ARFGEF2_pg2,1,NA,NA
ARFGEF1_ARFGEF2_pg3,2,5,NA
ARFGEF1_ARFGEF2_pg4,5,5,2
ARFGEF1_ARFGEF2_pg5,1,NA,NA
ARFGEF1_ARFGEF2_pg6,3,NA,NA
ARFGEF1_ARFGEF2_pg7,1,NA,NA
ARFGEF1_ARFGEF2_pg8,3,1,NA
ARFGEF1_ARFGEF2_pg9,4,2,NA
ARFIP1_ARFIP2_pg1,7,4,4
ARFIP1_ARFIP2_pg10,1,1,2
ARFIP1_ARFIP2_pg11,3,2,1
ARFIP1_ARFIP2_pg12,6,7,8
ARFIP1_ARFIP2_pg16,1,NA,NA
ARFIP1_ARFIP2_pg2,3,2,2
ARFIP1_ARFIP2_pg3,4,4,3
ARFIP1_ARFIP2_pg4,2,3,4
ARFIP1_ARFIP2_pg5,1,2,3
ARFIP1_ARFIP2_pg6,1,NA,6
ARFIP1_ARFIP2_pg7,11,1,2
ARFIP1_ARFIP2_pg8,8,6,7
ARFIP1_ARFIP2_pg9,7,6,1
ARG1_ARG2_pg1,6,3,2
ARG1_ARG2_pg10,2,1,NA
ARG1_ARG2_pg11,3,NA,2
ARG1_ARG2_pg12,1,2,NA
ARG1_ARG2_pg13,1,5,2
ARG1_ARG2_pg14,3,7,3
ARG1_ARG2_pg15,3,5,1
ARG1_ARG2_pg16,3,4,1
ARG1_ARG2_pg2,6,4,NA
ARG1_ARG2_pg3,4,3,1
ARG1_ARG2_pg4,2,NA,2
ARG1_ARG2_pg5,1,1,NA
ARG1_ARG2_pg6,1,NA,1
ARG1_ARG2_pg7,1,NA,NA
ARG1_ARG2_pg8,1,NA,NA
ARG1_ARG2_pg9,1,NA,6
ARHGAP10_ARHGAP26_pg1,4,4,2
ARHGAP10_ARHGAP26_pg10,6,10,4
ARHGAP10_ARHGAP26_pg11,3,1,NA
ARHGAP10_ARHGAP26_pg12,6,4,2
ARHGAP10_ARHGAP26_pg13,2,NA,1
ARHGAP10_ARHGAP26_pg14,6,2,3
ARHGAP10_ARHGAP26_pg15,5,2,3
ARHGAP10_ARHGAP26_pg2,12,10,2
ARHGAP10_ARHGAP26_pg3,1,1,NA
ARHGAP10_ARHGAP26_pg4,1,2,NA
ARHGAP10_ARHGAP26_pg5,2,3,1
ARHGAP10_ARHGAP26_pg6,2,3,4
ARHGAP10_ARHGAP26_pg7,4,4,4
ARHGAP10_ARHGAP26_pg8,1,NA,1
ARHGAP10_ARHGAP26_pg9,11,5,2
ARHGAP35_ARHGAP5_pg1,4,6,2
ARHGAP35_ARHGAP5_pg10,5,2,2
ARHGAP35_ARHGAP5_pg11,6,4,1
ARHGAP35_ARHGAP5_pg12,4,3,2
ARHGAP35_ARHGAP5_pg13,5,4,2
ARHGAP35_ARHGAP5_pg14,5,6,1
ARHGAP35_ARHGAP5_pg15,7,1,2
ARHGAP35_ARHGAP5_pg16,3,2,1
ARHGAP35_ARHGAP5_pg2,7,12,3
ARHGAP35_ARHGAP5_pg3,6,2,1
ARHGAP35_ARHGAP5_pg4,14,3,4
ARHGAP35_ARHGAP5_pg5,3,6,6
ARHGAP35_ARHGAP5_pg6,7,1,NA
ARHGAP35_ARHGAP5_pg7,1,1,1
ARHGAP35_ARHGAP5_pg8,3,2,2
ARHGAP35_ARHGAP5_pg9,3,1,1
ARHGEF6_ARHGEF7_pg1,7,NA,2
ARHGEF6_ARHGEF7_pg10,4,1,NA
ARHGEF6_ARHGEF7_pg11,5,1,2
ARHGEF6_ARHGEF7_pg12,3,NA,5
ARHGEF6_ARHGEF7_pg13,4,2,2
ARHGEF6_ARHGEF7_pg14,4,2,NA
ARHGEF6_ARHGEF7_pg15,3,NA,2
ARHGEF6_ARHGEF7_pg16,4,5,4
ARHGEF6_ARHGEF7_pg2,4,5,1
ARHGEF6_ARHGEF7_pg3,3,3,NA
ARHGEF6_ARHGEF7_pg4,2,2,3
ARHGEF6_ARHGEF7_pg5,2,NA,1
ARHGEF6_ARHGEF7_pg6,1,1,1
ARHGEF6_ARHGEF7_pg8,1,NA,NA
ARHGEF6_ARHGEF7_pg9,2,6,4
ARID1A_ARID1B_pg1,13,7,10
ARID1A_ARID1B_pg10,14,7,10
ARID1A_ARID1B_pg11,2,3,NA
ARID1A_ARID1B_pg12,2,1,NA
ARID1A_ARID1B_pg13,3,1,4
ARID1A_ARID1B_pg14,4,1,2
ARID1A_ARID1B_pg15,4,1,2
ARID1A_ARID1B_pg16,3,5,NA
ARID1A_ARID1B_pg2,8,NA,NA
ARID1A_ARID1B_pg3,1,4,2
ARID1A_ARID1B_pg4,5,3,1
ARID1A_ARID1B_pg5,4,6,6
ARID1A_ARID1B_pg6,5,2,2
ARID1A_ARID1B_pg7,2,1,NA
ARID1A_ARID1B_pg8,2,NA,NA
ARID1A_ARID1B_pg9,14,10,11
ARL8A_ARL8B_pg1,5,NA,NA
ARL8A_ARL8B_pg10,3,NA,NA
ARL8A_ARL8B_pg11,9,4,2
ARL8A_ARL8B_pg12,6,NA,NA
ARL8A_ARL8B_pg13,4,2,1
ARL8A_ARL8B_pg14,5,2,NA
ARL8A_ARL8B_pg15,5,3,NA
ARL8A_ARL8B_pg16,1,1,NA
ARL8A_ARL8B_pg2,5,2,2
ARL8A_ARL8B_pg3,6,6,NA
ARL8A_ARL8B_pg4,7,2,1
ARL8A_ARL8B_pg5,2,2,1
ARL8A_ARL8B_pg7,3,3,4
ARL8A_ARL8B_pg8,2,NA,NA
ARL8A_ARL8B_pg9,3,NA,1
ARNT_ARNT2_pg1,3,4,2
ARNT_ARNT2_pg10,3,2,1
ARNT_ARNT2_pg11,3,2,1
ARNT_ARNT2_pg12,3,1,3
ARNT_ARNT2_pg13,10,7,14
ARNT_ARNT2_pg14,4,5,3
ARNT_ARNT2_pg15,9,7,4
ARNT_ARNT2_pg2,6,1,6
ARNT_ARNT2_pg3,2,3,NA
ARNT_ARNT2_pg4,4,6,6
ARNT_ARNT2_pg5,3,2,1
ARNT_ARNT2_pg6,4,7,6
ARNT_ARNT2_pg7,6,5,5
ARNT_ARNT2_pg8,5,1,7
ARNT_ARNT2_pg9,4,1,3
ARPC1A_ARPC1B_pg1,3,2,1
ARPC1A_ARPC1B_pg10,1,2,NA
ARPC1A_ARPC1B_pg11,5,1,NA
ARPC1A_ARPC1B_pg12,2,2,NA
ARPC1A_ARPC1B_pg13,2,1,NA
ARPC1A_ARPC1B_pg14,4,2,NA
ARPC1A_ARPC1B_pg15,6,NA,NA
ARPC1A_ARPC1B_pg16,7,4,NA
ARPC1A_ARPC1B_pg2,1,2,NA
ARPC1A_ARPC1B_pg3,4,9,NA
ARPC1A_ARPC1B_pg4,7,4,NA
ARPC1A_ARPC1B_pg5,3,2,4
ARPC1A_ARPC1B_pg6,8,2,7
ARPC1A_ARPC1B_pg8,6,7,5
ARPC1A_ARPC1B_pg9,3,1,NA
ARPC5_ARPC5L_pg1,2,3,1
ARPC5_ARPC5L_pg10,6,1,3
ARPC5_ARPC5L_pg11,3,6,NA
ARPC5_ARPC5L_pg12,3,2,1
ARPC5_ARPC5L_pg13,16,6,2
ARPC5_ARPC5L_pg14,8,7,7
ARPC5_ARPC5L_pg15,7,6,2
ARPC5_ARPC5L_pg16,14,5,2
ARPC5_ARPC5L_pg2,2,7,2
ARPC5_ARPC5L_pg3,5,3,2
ARPC5_ARPC5L_pg4,3,1,NA
ARPC5_ARPC5L_pg5,5,1,2
ARPC5_ARPC5L_pg6,10,6,4
ARPC5_ARPC5L_pg7,3,2,1
ARPC5_ARPC5L_pg8,4,2,NA
ARPC5_ARPC5L_pg9,1,3,1
ASAP1_ASAP2_pg1,6,2,1
ASAP1_ASAP2_pg10,2,2,3
ASAP1_ASAP2_pg11,3,2,NA
ASAP1_ASAP2_pg12,5,2,NA
ASAP1_ASAP2_pg13,9,8,6
ASAP1_ASAP2_pg14,5,5,2
ASAP1_ASAP2_pg15,7,3,1
ASAP1_ASAP2_pg16,5,2,NA
ASAP1_ASAP2_pg2,3,3,2
ASAP1_ASAP2_pg3,4,2,4
ASAP1_ASAP2_pg4,4,4,4
ASAP1_ASAP2_pg5,2,1,NA
ASAP1_ASAP2_pg6,7,9,1
ASAP1_ASAP2_pg7,4,1,NA
ASAP1_ASAP2_pg8,8,4,3
ASAP1_ASAP2_pg9,4,3,2
ASB14_ASB15_pg1,4,1,2
ASB14_ASB15_pg10,2,4,6
ASB14_ASB15_pg11,2,2,6
ASB14_ASB15_pg12,3,NA,1
ASB14_ASB15_pg13,5,1,2
ASB14_ASB15_pg14,1,NA,NA
ASB14_ASB15_pg15,2,3,2
ASB14_ASB15_pg16,2,3,3
ASB14_ASB15_pg2,2,2,1
ASB14_ASB15_pg3,3,6,2
ASB14_ASB15_pg4,3,1,2
ASB14_ASB15_pg5,6,4,1
ASB14_ASB15_pg6,3,4,1
ASB14_ASB15_pg7,2,1,NA
ASB14_ASB15_pg8,2,3,6
ASB14_ASB15_pg9,5,3,2
ASF1A_ASF1B_pg1,8,5,NA
ASF1A_ASF1B_pg10,2,2,NA
ASF1A_ASF1B_pg11,2,2,1
ASF1A_ASF1B_pg12,1,NA,NA
ASF1A_ASF1B_pg13,2,1,NA
ASF1A_ASF1B_pg14,5,2,2
ASF1A_ASF1B_pg16,1,1,NA
ASF1A_ASF1B_pg2,2,3,NA
ASF1A_ASF1B_pg3,4,3,NA
ASF1A_ASF1B_pg4,1,1,NA
ASF1A_ASF1B_pg5,4,2,NA
ASF1A_ASF1B_pg6,2,NA,NA
ASF1A_ASF1B_pg7,3,2,NA
ASF1A_ASF1B_pg9,3,NA,NA
ASIC1_ASIC2_pg1,4,1,4
ASIC1_ASIC2_pg10,2,2,2
ASIC1_ASIC2_pg11,1,4,4
ASIC1_ASIC2_pg12,5,NA,7
ASIC1_ASIC2_pg13,11,4,2
ASIC1_ASIC2_pg14,4,3,NA
ASIC1_ASIC2_pg15,5,2,NA
ASIC1_ASIC2_pg16,1,1,1
ASIC1_ASIC2_pg2,1,2,NA
ASIC1_ASIC2_pg3,4,1,NA
ASIC1_ASIC2_pg4,3,3,NA
ASIC1_ASIC2_pg5,5,10,2
ASIC1_ASIC2_pg6,8,6,5
ASIC1_ASIC2_pg7,4,5,NA
ASIC1_ASIC2_pg8,4,3,1
ASIC1_ASIC2_pg9,3,2,2
ATF2_ATF7_pg1,8,3,4
ATF2_ATF7_pg10,6,1,2
ATF2_ATF7_pg11,9,7,2
ATF2_ATF7_pg12,2,3,2
ATF2_ATF7_pg13,3,6,3
ATF2_ATF7_pg14,3,3,NA
ATF2_ATF7_pg15,3,4,1
ATF2_ATF7_pg16,2,NA,1
ATF2_ATF7_pg2,2,1,NA
ATF2_ATF7_pg3,20,9,6
ATF2_ATF7_pg4,2,1,NA
ATF2_ATF7_pg5,6,4,2
ATF2_ATF7_pg6,5,8,1
ATF2_ATF7_pg7,11,14,4
ATF2_ATF7_pg8,4,2,NA
ATF2_ATF7_pg9,5,5,NA
ATG4A_ATG4B_pg1,2,NA,2
ATG4A_ATG4B_pg10,8,1,3
ATG4A_ATG4B_pg11,7,1,1
ATG4A_ATG4B_pg12,5,14,12
ATG4A_ATG4B_pg13,4,1,1
ATG4A_ATG4B_pg14,1,4,NA
ATG4A_ATG4B_pg15,2,2,2
ATG4A_ATG4B_pg16,4,3,2
ATG4A_ATG4B_pg2,2,4,4
ATG4A_ATG4B_pg3,4,2,2
ATG4A_ATG4B_pg4,11,10,8
ATG4A_ATG4B_pg5,3,NA,2
ATG4A_ATG4B_pg6,5,3,3
ATG4A_ATG4B_pg7,5,4,NA
ATG4A_ATG4B_pg8,14,7,13
ATG4A_ATG4B_pg9,2,2,1
ATP13A4_ATP13A5_pg1,2,4,3
ATP13A4_ATP13A5_pg10,7,1,5
ATP13A4_ATP13A5_pg11,2,2,1
ATP13A4_ATP13A5_pg12,4,4,4
ATP13A4_ATP13A5_pg15,1,1,3
ATP13A4_ATP13A5_pg16,2,1,3
ATP13A4_ATP13A5_pg2,4,1,5
ATP13A4_ATP13A5_pg3,5,4,4
ATP13A4_ATP13A5_pg4,2,2,3
ATP13A4_ATP13A5_pg5,3,6,2
ATP13A4_ATP13A5_pg6,5,5,2
ATP13A4_ATP13A5_pg8,7,1,6
ATP13A4_ATP13A5_pg9,1,NA,1
ATP2C1_ATP2C2_pg1,2,2,1
ATP2C1_ATP2C2_pg10,1,NA,NA
ATP2C1_ATP2C2_pg11,3,NA,NA
ATP2C1_ATP2C2_pg12,2,1,NA
ATP2C1_ATP2C2_pg13,1,1,NA
ATP2C1_ATP2C2_pg14,3,2,NA
ATP2C1_ATP2C2_pg15,1,NA,NA
ATP2C1_ATP2C2_pg16,3,2,NA
ATP2C1_ATP2C2_pg2,8,1,NA
ATP2C1_ATP2C2_pg3,2,4,NA
ATP2C1_ATP2C2_pg4,2,1,1
ATP2C1_ATP2C2_pg5,1,2,NA
ATP2C1_ATP2C2_pg6,4,4,NA
ATP2C1_ATP2C2_pg7,3,1,NA
ATP2C1_ATP2C2_pg8,2,2,NA
ATP2C1_ATP2C2_pg9,6,2,1
ATP5L_ATP5L2_pg1,4,1,1
ATP5L_ATP5L2_pg10,8,5,2
ATP5L_ATP5L2_pg11,5,1,NA
ATP5L_ATP5L2_pg12,2,6,2
ATP5L_ATP5L2_pg13,5,5,4
ATP5L_ATP5L2_pg14,4,4,NA
ATP5L_ATP5L2_pg15,1,1,2
ATP5L_ATP5L2_pg16,9,8,1
ATP5L_ATP5L2_pg2,1,NA,NA
ATP5L_ATP5L2_pg3,1,NA,NA
ATP5L_ATP5L2_pg4,1,3,2
ATP5L_ATP5L2_pg5,8,9,16
ATP5L_ATP5L2_pg6,11,10,4
ATP5L_ATP5L2_pg7,2,6,8
ATP5L_ATP5L2_pg8,9,13,2
ATP5L_ATP5L2_pg9,2,NA,2
ATP6V0D1_ATP6V0D2_pg1,6,6,1
ATP6V0D1_ATP6V0D2_pg13,4,3,3
ATP6V0D1_ATP6V0D2_pg14,4,NA,NA
ATP6V0D1_ATP6V0D2_pg15,4,4,NA
ATP6V0D1_ATP6V0D2_pg2,1,2,NA
ATP6V0D1_ATP6V0D2_pg3,1,2,NA
ATP6V0D1_ATP6V0D2_pg4,3,1,NA
ATP6V0D1_ATP6V0D2_pg5,10,3,3
ATP6V0D1_ATP6V0D2_pg6,3,4,NA
ATP6V0D1_ATP6V0D2_pg7,4,1,NA
ATP6V0D1_ATP6V0D2_pg8,1,3,NA
ATP6V1B1_ATP6V1B2_pg1,4,4,2
ATP6V1B1_ATP6V1B2_pg11,4,7,2
ATP6V1B1_ATP6V1B2_pg12,5,NA,NA
ATP6V1B1_ATP6V1B2_pg13,7,8,2
ATP6V1B1_ATP6V1B2_pg14,2,4,1
ATP6V1B1_ATP6V1B2_pg15,4,8,NA
ATP6V1B1_ATP6V1B2_pg16,4,NA,3
ATP6V1B1_ATP6V1B2_pg2,6,2,NA
ATP6V1B1_ATP6V1B2_pg3,6,2,NA
ATP6V1B1_ATP6V1B2_pg4,3,2,NA
ATP6V1B1_ATP6V1B2_pg5,12,7,1
ATP6V1B1_ATP6V1B2_pg6,3,3,NA
ATP6V1B1_ATP6V1B2_pg7,3,5,NA
ATP6V1B1_ATP6V1B2_pg8,1,2,NA
ATP6V1B1_ATP6V1B2_pg9,8,6,NA
ATP6V1C1_ATP6V1C2_pg1,6,4,1
ATP6V1C1_ATP6V1C2_pg10,4,7,1
ATP6V1C1_ATP6V1C2_pg11,4,2,2
ATP6V1C1_ATP6V1C2_pg12,1,NA,NA
ATP6V1C1_ATP6V1C2_pg13,4,3,NA
ATP6V1C1_ATP6V1C2_pg14,3,5,1
ATP6V1C1_ATP6V1C2_pg15,2,NA,1
ATP6V1C1_ATP6V1C2_pg16,1,2,NA
ATP6V1C1_ATP6V1C2_pg2,10,4,1
ATP6V1C1_ATP6V1C2_pg3,4,7,2
ATP6V1C1_ATP6V1C2_pg4,5,3,NA
ATP6V1C1_ATP6V1C2_pg5,9,7,2
ATP6V1C1_ATP6V1C2_pg6,9,10,NA
ATP6V1C1_ATP6V1C2_pg7,2,6,NA
ATP6V1C1_ATP6V1C2_pg8,4,1,NA
ATP6V1C1_ATP6V1C2_pg9,11,3,2
ATP6V1E1_ATP6V1E2_pg1,6,2,NA
ATP6V1E1_ATP6V1E2_pg10,4,12,1
ATP6V1E1_ATP6V1E2_pg11,2,3,NA
ATP6V1E1_ATP6V1E2_pg12,9,6,3
ATP6V1E1_ATP6V1E2_pg13,2,2,1
ATP6V1E1_ATP6V1E2_pg14,10,NA,3
ATP6V1E1_ATP6V1E2_pg15,6,1,2
ATP6V1E1_ATP6V1E2_pg16,12,12,5
ATP6V1E1_ATP6V1E2_pg2,1,3,NA
ATP6V1E1_ATP6V1E2_pg3,5,4,NA
ATP6V1E1_ATP6V1E2_pg4,1,3,NA
ATP6V1E1_ATP6V1E2_pg5,2,2,NA
ATP6V1E1_ATP6V1E2_pg6,3,3,1
ATP6V1E1_ATP6V1E2_pg7,2,3,NA
ATP6V1E1_ATP6V1E2_pg8,8,2,1
ATP6V1E1_ATP6V1E2_pg9,3,3,NA
ATP8A1_ATP8A2_pg1,1,NA,NA
ATP8A1_ATP8A2_pg10,2,3,NA
ATP8A1_ATP8A2_pg11,1,1,NA
ATP8A1_ATP8A2_pg13,6,5,2
ATP8A1_ATP8A2_pg14,14,2,7
ATP8A1_ATP8A2_pg15,1,3,NA
ATP8A1_ATP8A2_pg16,2,1,NA
ATP8A1_ATP8A2_pg2,3,8,1
ATP8A1_ATP8A2_pg3,2,NA,NA
ATP8A1_ATP8A2_pg5,9,NA,3
ATP8A1_ATP8A2_pg6,5,6,NA
ATP8A1_ATP8A2_pg7,3,6,3
ATP8A1_ATP8A2_pg8,1,NA,NA
ATP8A1_ATP8A2_pg9,6,4,4
ATP8B1_ATP8B4_pg1,5,2,6
ATP8B1_ATP8B4_pg10,1,2,NA
ATP8B1_ATP8B4_pg11,3,5,2
ATP8B1_ATP8B4_pg12,1,7,3
ATP8B1_ATP8B4_pg13,3,6,4
ATP8B1_ATP8B4_pg14,6,3,4
ATP8B1_ATP8B4_pg15,8,3,NA
ATP8B1_ATP8B4_pg16,16,10,17
ATP8B1_ATP8B4_pg2,3,NA,NA
ATP8B1_ATP8B4_pg3,1,2,NA
ATP8B1_ATP8B4_pg4,3,5,5
ATP8B1_ATP8B4_pg5,7,NA,1
ATP8B1_ATP8B4_pg7,3,1,1
ATP8B1_ATP8B4_pg8,12,9,6
ATP8B1_ATP8B4_pg9,3,6,2
ATP9A_ATP9B_pg1,4,2,7
ATP9A_ATP9B_pg11,3,4,3
ATP9A_ATP9B_pg12,2,2,2
ATP9A_ATP9B_pg13,3,3,2
